Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year
Ag,"spherical, some more irregular",Sodium citrate (Na3C6H5O7),5.5,nm, , ,92.5,nm,below detection limit, ,mV,fish,Oncorhynchus mykiss,cell culture media Leibowitz 15 + dissolved organic carbon (10 mg/L of Suwannee River natural organic carbon at 19 mg/L of Ag NPs), ,EC50,48,h,3.5,mg/L,"Farkas, Julia; Christian, Paul; Urrea, Julian Alberto Gallego; Roos, Norbert; Hassellov, Martin; Tollefsen, Knut Erik; Thomas, Kevin V.",Effects of silver and gold nanoparticles on rainbow trout (Oncorhynchus mykiss) hepatocytes,AQUATIC TOXICOLOGY,96,1,2010
Ag,spherical, ,20,nm, , ,40,nm,0.3, ,mV,bacteria,Nitrosomonas europaea ATCC 19718,2.5 mM (NH4)2SO4 and 30 mM HEPES buffer (pH 7.8),dark,EC50,3,h,0.47,ppm,"Radniecki, Tyler S.; Stankus, Dylan P.; Neigh, Arianne; Nason, Jeffrey A.; Semprini, Lewis",Influence of liberated silver from silver nanoparticles on nitrification inhibition of Nitrosomonas europaea,CHEMOSPHERE,85,1,2011
Ag,spherical, ,80,nm, , , ,nm,0.05, ,mV,bacteria,Nitrosomonas europaea ATCC 19718,2.5 mM (NH4)2SO4 and 30 mM HEPES buffer (pH 7.8),dark,EC50,3,h,1.44,ppm,"Radniecki, Tyler S.; Stankus, Dylan P.; Neigh, Arianne; Nason, Jeffrey A.; Semprini, Lewis",Influence of liberated silver from silver nanoparticles on nitrification inhibition of Nitrosomonas europaea,CHEMOSPHERE,85,1,2011
Ag,irregular ,proteins,120,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,24,h,127.42,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,irregular ,proteins,120,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,48,h,61.95,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins,28,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,24,h,132.97,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins,28,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,48,h,68.76,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins,27,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,24,h,141.79,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins,27,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,48,h,75.28,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins (shell thickness 1.6 nm),18,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,24,h,161.79,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins (shell thickness 1.6 nm),18,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,48,h,80.57,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins (shell thickness 4.8 nm),17,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,24,h,264.95,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,proteins (shell thickness 4.8 nm),17,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,synthetic freshwater (USEPA method EPA-821-R-02-012),16-h/8-h light/dark cycle,EC50,48,h,117.93,mg/L,"Rani, Pathipati Usha; Rajasekharreddy, Pala",Green synthesis of silver-protein (core-shell) nanoparticles using Piper betle L. leaf extract and its ecotoxicological studies on Daphnia magna,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,389,1月3日,2011
Ag,spherical,polyvinylpyrrolidone (PVP),"7  (48% <5, 30% 5-10 )",nm, , ,149,nm, ,-8.68,mV,red algae,Ceramium tenuicorne,"enriched algal media (ISO10710:2010), salinity CT10‰","continuous light source, intensity 70 ± 10% µmol/m2/s",EC50,7,days,2120.4, µg/L,"Macken, Ailbhe; Byrne, Hugh J.; Thomas, Kevin V.",Effects of salinity on the toxicity of ionic silver and Ag-PVP nanoparticles to Tisbe battagliai and Ceramium tenuicorne,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,86,,2012
Ag,spherical,polyvinylpyrrolidone (PVP),"7  (48% <5, 30% 5-10 )",nm, , ,57.3,nm, ,10.32,mV,red algae,Ceramium tenuicorne,"enriched algal media (ISO10710:2010), salinity CT20‰","continuous light source, intensity 70 ± 10% µmol/m2/s",EC50,7,days,373.9, µg/L,"Macken, Ailbhe; Byrne, Hugh J.; Thomas, Kevin V.",Effects of salinity on the toxicity of ionic silver and Ag-PVP nanoparticles to Tisbe battagliai and Ceramium tenuicorne,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,86,,2012
Ag,spherical,polyvinylpyrrolidone (PVP),"7  (48% <5, 30% 5-10 )",nm, , ,105,nm, ,-39.17,mV,red algae,Ceramium tenuicorne,"enriched algal media (ISO10710:2010), salinity CT30‰","continuous light source, intensity 70 ± 10% µmol/m2/s",EC50,7,days,26.7, µg/L,"Macken, Ailbhe; Byrne, Hugh J.; Thomas, Kevin V.",Effects of salinity on the toxicity of ionic silver and Ag-PVP nanoparticles to Tisbe battagliai and Ceramium tenuicorne,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,86,,2012
Ag, ,noncoated,100,nm, , ,147,nm,"0.2% at 0 h, 0.3% at 2 h, 0.42% at 24h at 205 mg/L",-51,mV,protozoa,Tetrahymena thermophila,MilliQ water pH 6.6 ± 0.3,daylight,EC50,2,h,286,mg/L,"Juganson, Katre; Mortimer, Monika; Ivask, Angela; Kasemets, Kaja; Kahru, Anne",Extracellular conversion of silver ions into silver nanoparticles by protozoan Tetrahymena thermophila,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,15,1,2013
Ag, ,noncoated,100,nm, , ,147,nm,"0.2% at 0 h, 0.3% at 2 h, 0.42% at 24h at 205 mg/L",-51,mV,protozoa,Tetrahymena thermophila,MilliQ water pH 6.6 ± 0.3,daylight,EC50,24,h,205,mg/L,"Juganson, Katre; Mortimer, Monika; Ivask, Angela; Kasemets, Kaja; Kahru, Anne",Extracellular conversion of silver ions into silver nanoparticles by protozoan Tetrahymena thermophila,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,15,1,2013
Ag, , ,12,nm, , , ,nm, , ,mV,bacteria,Escherichia coli (strain RV308),"synthetic medium (0.56 g K2HPO4, 0.3 g KH2PO4, 0.012 g MgSO4*7H2O, 0.1 g NH4Cl in 90 mL distilled water and 10 mL 0.1 g/L glucose solution)", ,EC50,21,h,90,fmol/L,"Funfak, Anette; Cao, Jialan; Knauer, Andrea; Martin, Karin; Koehler, J. Michael",Synergistic effects of metal nanoparticles and a phenolic uncoupler using microdroplet-based two-dimensional approach,JOURNAL OF ENVIRONMENTAL MONITORING,13,2,2011
Ag, ,dispersant bovine serum albumin,60,nm, ,8.4,984.1,nm, ,-26.2,mV,bacteria,Escherichia coli (strain K12),M9 medium, ,EC50,24,h,67.19,mg/L,"Gou, Na; Gu, April Z.",A New Transcriptional Effect Level Index (TELI) for Toxicogenomics-based Toxicity Assessment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,45,12,2011
Ag,spherical,citrate,9.1,nm, , ,17,nm,7% at 12.5 mg/L in growth media,-26.3,mV,bacteria,Escherichia coli strain BW25113(pACYC117),"Bacterial growth media: Luria-Bertani media supplemented
with 5% fetal bovine serum and 25 μg/mL of kanamycin", ,IC50,24,h,6.4,mg Ag/L,"Ivask, Angela; ElBadawy, Amro; Kaweeteerawat, Chitrada; Boren, David; Fischer, Heidi; Ji, Zhaoxia; Chang, Chong Hyun; Liu, Rong; Tolaymat, Thabet; Telesca, Donatello; Zink, Jeffrey I.; Cohen, Yoram; Holden, Patricia Ann; Godwin, Hilary A.",Toxicity Mechanisms in Escherichia coli Vary for Silver Nanoparticles and Differ from Ionic Silver,ACS NANO,8,1,2014
Ag,spherical,citrate,19.1,nm, , ,41,nm,5.7% at 12.5 mg/L in growth media,-33.8,mV,bacteria,Escherichia coli strain BW25113(pACYC117),"Bacterial growth media: Luria-Bertani media supplemented
with 5% fetal bovine serum and 25 μg/mL of kanamycin", ,IC50,24,h,15.7,mg Ag/L,"Ivask, Angela; ElBadawy, Amro; Kaweeteerawat, Chitrada; Boren, David; Fischer, Heidi; Ji, Zhaoxia; Chang, Chong Hyun; Liu, Rong; Tolaymat, Thabet; Telesca, Donatello; Zink, Jeffrey I.; Cohen, Yoram; Holden, Patricia Ann; Godwin, Hilary A.",Toxicity Mechanisms in Escherichia coli Vary for Silver Nanoparticles and Differ from Ionic Silver,ACS NANO,8,1,2014
Ag,spherical,citrate,43.5,nm, , ,65.5,nm,4.7% at 12.5 mg/L in growth media,-36.9,mV,bacteria,Escherichia coli strain BW25113(pACYC117),Bacterial growth media: Luria-Bertani media supplemented with 5% fetal bovine serum and 25 μg/mL of kanamycin, ,IC50,24,h,40.9,mg Ag/L,"Ivask, Angela; ElBadawy, Amro; Kaweeteerawat, Chitrada; Boren, David; Fischer, Heidi; Ji, Zhaoxia; Chang, Chong Hyun; Liu, Rong; Tolaymat, Thabet; Telesca, Donatello; Zink, Jeffrey I.; Cohen, Yoram; Holden, Patricia Ann; Godwin, Hilary A.",Toxicity Mechanisms in Escherichia coli Vary for Silver Nanoparticles and Differ from Ionic Silver,ACS NANO,8,1,2014
Ag, ,PVP,17.9,nm, , ,85.8,nm,4.4% at 12.5 mg/L in growth media,-10.7,mV,bacteria,Escherichia coli strain BW25113(pACYC117),"Bacterial growth media: Luria-Bertani media supplemented
with 5% fetal bovine serum and 25 μg/mL of kanamycin", ,IC50,24,h,5.5,mg Ag/L,"Ivask, Angela; ElBadawy, Amro; Kaweeteerawat, Chitrada; Boren, David; Fischer, Heidi; Ji, Zhaoxia; Chang, Chong Hyun; Liu, Rong; Tolaymat, Thabet; Telesca, Donatello; Zink, Jeffrey I.; Cohen, Yoram; Holden, Patricia Ann; Godwin, Hilary A.",Toxicity Mechanisms in Escherichia coli Vary for Silver Nanoparticles and Differ from Ionic Silver,ACS NANO,8,1,2014
Ag, ,branched polyethyleneimine BPEI,23.3,nm, , ,78.5,nm,26.9% at 12.5 mg/L in growth media,33.3,mV,bacteria,Escherichia coli strain BW25113(pACYC117),"Bacterial growth media: Luria-Bertani media supplemented
with 5% fetal bovine serum and 25 μg/mL of kanamycin", ,IC50,24,h,2.2,mg Ag/L,"Ivask, Angela; ElBadawy, Amro; Kaweeteerawat, Chitrada; Boren, David; Fischer, Heidi; Ji, Zhaoxia; Chang, Chong Hyun; Liu, Rong; Tolaymat, Thabet; Telesca, Donatello; Zink, Jeffrey I.; Cohen, Yoram; Holden, Patricia Ann; Godwin, Hilary A.",Toxicity Mechanisms in Escherichia coli Vary for Silver Nanoparticles and Differ from Ionic Silver,ACS NANO,8,1,2014
Ag,circularity 0.87,branched polyethyleneimine BPEI,10,nm, , ,10.9,nm,3.17 µg/L,28.8,mV,bacteria,Escherichia coli,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2", ,EC50,90,min,305,µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag,circularity 0.88,citrate,56,nm, , ,11,nm,2.39 µg/L,-20.08,mV,bacteria,Escherichia coli,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2", ,EC50,90,min,793,µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag,circularity 0.87,PVP,72,nm, , ,11,nm,3.74 µg/L,-7.49,mV,bacteria,Escherichia coli,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2", ,EC50,90,min,2041,µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag, ,"polyoxyethylene glycerol trioleate, Tween 20",15,nm, ,38.1,40,nm,0.70 ± 0.09%, ,mV,bacteria,Arthrobacter globiformis,"500 µL of sample, 600 µL deionized sterile water, 400 µL bacterial inoculum in 1:3 dilution of frowth medium (10.0 g peptone from casein, 5.0 g yeast extract, 5.0 g glucose, and 5.0 g NaCl (per liter of distilled water))", ,EC50,3,h,33.38,mg Ag/L,"Engelke, Maria; Koeser, Jan; Hackmann, Stephan; Zhang, Huanjun; Maedler, Lutz; Filser, Juliane",A MINIATURIZED SOLID CONTACT TEST WITH ARTHROBACTER GLOBIFORMIS FOR THE ASSESSMENT OF THE ENVIRONMENTAL IMPACT OF SILVER NANOPARTICLES,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,5,2014
Ag, ,alkane,7.5,nm, , ,175,nm,The average percentage recovery of Ag was 91%, ,mV,algae,Pseudokirchneriella subcapitata,Woods Hole MBL culture medium,16-h/8-h light/dark cycle,EC50,72,h,32.4,µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) moderated hard media with seaweed extract and food,16-h/8-h light/dark cycle,EC50,21,days,1,µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) with fixed concentration of 5 × 105 cells/mL of the microalgae P. subcapitata,dark,EC50,24,h,13.64,µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,0,min,62.8,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,15,min,9.3,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,30,min,4.8,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,60,min,3.8,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,90,min,4,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,nm, , ,140,nm, , ,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,120,min,4,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
Ag, ,no,35,nm, , ,35,nm, , ,mV,crustacean,Daphnia magna,"reconstituted hard water, food added ", ,EC50,96,h,0.1,mg/L,"Gaiser, Birgit K.; Biswas, Anamika; Rosenkranz, Philipp; Jepson, Mark A.; Lead, Jamie R.; Stone, Vicki; Tyler, Charles R.; Fernandes, Teresa F.",Effects of silver and cerium dioxide micro- and nano-sized particles on Daphnia magna,JOURNAL OF ENVIRONMENTAL MONITORING,13,5,2011
Ag, ,no,35,nm, , ,588,nm,< 1%, ,mV,crustacean,Daphnia magna,"reconstituted hard water, food added ", ,EC50,21,days,0.05,mg/L,"Gaiser, Birgit K.; Biswas, Anamika; Rosenkranz, Philipp; Jepson, Mark A.; Lead, Jamie R.; Stone, Vicki; Tyler, Charles R.; Fernandes, Teresa F.",Effects of silver and cerium dioxide micro- and nano-sized particles on Daphnia magna,JOURNAL OF ENVIRONMENTAL MONITORING,13,5,2011
Ag, , ,15,nm,"consist of Ag3O, Ag4H and titanium oxide", , ,nm, , ,mV,fish,Danio rerio,"city water, which was allowed to stand for 24 hours to evaporate the chlorine", ,EC45-50,72,h,20,ppt,"Yeo, Min-Kyeong; Kang, Misook",Effects of nanometer sized silver materials on biological toxicity during zebrafish embryogenesis,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,29,6,2008
Ag, ,no,29.2,nm, , ,33.8,nm, ,-39.2,mV,bacteria,Photobacterium phosphoreum,"Microtox® system from Microbics Corporation, pH 7, C(NaCl) 22%",Microtox® system from Microbics Corporation,EC50,"5 , 15 ",min,45,mg/L,"Barrena, Raquel; Casals, Eudald; Colon, Joan; Font, Xavier; Sanchez, Antoni; Puntes, Victor",Evaluation of the ecotoxicity of model nanoparticles,CHEMOSPHERE,75,7,2009
Ag, , ,1.3,nm, , , ,nm, , ,mV,plant,"ryegrass (Lolium perenne L., cv. Tove)",aqueous suspensions with 0.1% (v/v) of the surfactant Tween 20,dark,EC50,5,days,20,mg/L,"El-Temsah, Yehia Sayed; Joner, Erik J.",Impact of Fe and Ag nanoparticles on seed germination and differences in bioavailability during exposure in aqueous suspension and soil,ENVIRONMENTAL TOXICOLOGY,27,1,2012
